Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06037101110","Census Tract 1011.10, Los Angeles County, California","ACSSF","ca","140","00","0004200",,,,,"06","037",,,"101110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101110","Census Tract 1011.10",,,,1494,54,126,49,33,61,6,60,85,43,149,105,146,210,134,143,90,3.61,8.43,3.28,2.21,4.08,0.4,4.02,5.69,2.88,9.97,7.03,9.77,14.06,8.97,9.57,6.02
"06037101122","Census Tract 1011.22, Los Angeles County, California","ACSSF","ca","140","00","0004201",,,,,"06","037",,,"101122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101122","Census Tract 1011.22",,,,1372,88,0,7,42,50,36,0,13,0,37,200,158,126,194,168,253,6.41,0,0.51,3.06,3.64,2.62,0,0.95,0,2.7,14.58,11.52,9.18,14.14,12.24,18.44
"06037101220","Census Tract 1012.20, Los Angeles County, California","ACSSF","ca","140","00","0004202",,,,,"06","037",,,"101220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101220","Census Tract 1012.20",,,,1357,78,82,28,102,7,86,43,55,36,189,89,134,116,60,140,112,5.75,6.04,2.06,7.52,0.52,6.34,3.17,4.05,2.65,13.93,6.56,9.87,8.55,4.42,10.32,8.25
"06037101221","Census Tract 1012.21, Los Angeles County, California","ACSSF","ca","140","00","0004203",,,,,"06","037",,,"101221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101221","Census Tract 1012.21",,,,1450,76,107,118,148,0,81,111,27,97,112,32,193,207,33,108,0,5.24,7.38,8.14,10.21,0,5.59,7.66,1.86,6.69,7.72,2.21,13.31,14.28,2.28,7.45,0
"06037101222","Census Tract 1012.22, Los Angeles County, California","ACSSF","ca","140","00","0004204",,,,,"06","037",,,"101222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101222","Census Tract 1012.22",,,,935,161,167,34,41,19,116,0,86,14,35,44,96,9,81,0,32,17.22,17.86,3.64,4.39,2.03,12.41,0,9.2,1.5,3.74,4.71,10.27,0.96,8.66,0,3.42
"06037101300","Census Tract 1013, Los Angeles County, California","ACSSF","ca","140","00","0004205",,,,,"06","037",,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101300","Census Tract 1013",,,,1420,68,27,37,15,43,44,41,16,14,40,123,132,188,161,221,250,4.79,1.9,2.61,1.06,3.03,3.1,2.89,1.13,0.99,2.82,8.66,9.3,13.24,11.34,15.56,17.61
"06037101400","Census Tract 1014, Los Angeles County, California","ACSSF","ca","140","00","0004206",,,,,"06","037",,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037101400","Census Tract 1014",,,,1304,7,98,57,176,29,25,25,45,63,82,68,92,208,59,173,97,0.54,7.52,4.37,13.5,2.22,1.92,1.92,3.45,4.83,6.29,5.21,7.06,15.95,4.52,13.27,7.44
"06037102103","Census Tract 1021.03, Los Angeles County, California","ACSSF","ca","140","00","0004207",,,,,"06","037",,,"102103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102103","Census Tract 1021.03",,,,669,24,0,33,40,13,101,46,0,37,12,59,46,39,114,65,40,3.59,0,4.93,5.98,1.94,15.1,6.88,0,5.53,1.79,8.82,6.88,5.83,17.04,9.72,5.98
"06037102104","Census Tract 1021.04, Los Angeles County, California","ACSSF","ca","140","00","0004208",,,,,"06","037",,,"102104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102104","Census Tract 1021.04",,,,1310,54,74,11,18,18,0,59,125,18,40,89,209,185,113,92,205,4.12,5.65,0.84,1.37,1.37,0,4.5,9.54,1.37,3.05,6.79,15.95,14.12,8.63,7.02,15.65
"06037102105","Census Tract 1021.05, Los Angeles County, California","ACSSF","ca","140","00","0004209",,,,,"06","037",,,"102105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102105","Census Tract 1021.05",,,,554,5,21,13,6,45,0,20,13,21,74,25,145,20,18,80,48,0.9,3.79,2.35,1.08,8.12,0,3.61,2.35,3.79,13.36,4.51,26.17,3.61,3.25,14.44,8.66
"06037102107","Census Tract 1021.07, Los Angeles County, California","ACSSF","ca","140","00","0004210",,,,,"06","037",,,"102107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037102107","Census Tract 1021.07",,,,1204,18,43,45,51,9,0,30,0,25,108,180,120,108,148,136,183,1.5,3.57,3.74,4.24,0.75,0,2.49,0,2.08,8.97,14.95,9.97,8.97,12.29,11.3,15.2
"06037103101","Census Tract 1031.01, Los Angeles County, California","ACSSF","ca","140","00","0004211",,,,,"06","037",,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103101","Census Tract 1031.01",,,,915,7,14,6,69,19,43,0,0,10,77,47,96,73,129,148,177,0.77,1.53,0.66,7.54,2.08,4.7,0,0,1.09,8.42,5.14,10.49,7.98,14.1,16.17,19.34
"06037103102","Census Tract 1031.02, Los Angeles County, California","ACSSF","ca","140","00","0004212",,,,,"06","037",,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103102","Census Tract 1031.02",,,,1651,59,91,12,45,48,117,76,19,37,148,170,334,112,157,85,141,3.57,5.51,0.73,2.73,2.91,7.09,4.6,1.15,2.24,8.96,10.3,20.23,6.78,9.51,5.15,8.54
"06037103201","Census Tract 1032.01, Los Angeles County, California","ACSSF","ca","140","00","0004213",,,,,"06","037",,,"103201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103201","Census Tract 1032.01",,,,1530,45,73,140,42,41,54,0,53,68,113,59,228,239,100,193,82,2.94,4.77,9.15,2.75,2.68,3.53,0,3.46,4.44,7.39,3.86,14.9,15.62,6.54,12.61,5.36
"06037103202","Census Tract 1032.02, Los Angeles County, California","ACSSF","ca","140","00","0004214",,,,,"06","037",,,"103202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103202","Census Tract 1032.02",,,,660,0,0,0,42,0,12,27,47,0,0,12,48,247,45,59,121,0,0,0,6.36,0,1.82,4.09,7.12,0,0,1.82,7.27,37.42,6.82,8.94,18.33
"06037103300","Census Tract 1033, Los Angeles County, California","ACSSF","ca","140","00","0004215",,,,,"06","037",,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103300","Census Tract 1033",,,,1203,7,63,36,4,7,31,26,0,31,59,77,122,126,92,171,351,0.58,5.24,2.99,0.33,0.58,2.58,2.16,0,2.58,4.9,6.4,10.14,10.47,7.65,14.21,29.18
"06037103401","Census Tract 1034.01, Los Angeles County, California","ACSSF","ca","140","00","0004216",,,,,"06","037",,,"103401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103401","Census Tract 1034.01",,,,988,51,0,20,89,77,11,1,0,20,11,84,104,89,144,199,88,5.16,0,2.02,9.01,7.79,1.11,0.1,0,2.02,1.11,8.5,10.53,9.01,14.57,20.14,8.91
"06037103402","Census Tract 1034.02, Los Angeles County, California","ACSSF","ca","140","00","0004217",,,,,"06","037",,,"103402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103402","Census Tract 1034.02",,,,1372,72,33,8,28,10,29,0,0,58,82,174,165,110,263,108,232,5.25,2.41,0.58,2.04,0.73,2.11,0,0,4.23,5.98,12.68,12.03,8.02,19.17,7.87,16.91
"06037104103","Census Tract 1041.03, Los Angeles County, California","ACSSF","ca","140","00","0004218",,,,,"06","037",,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104103","Census Tract 1041.03",,,,866,12,6,10,21,17,6,33,58,26,59,60,107,100,118,123,110,1.39,0.69,1.15,2.42,1.96,0.69,3.81,6.7,3,6.81,6.93,12.36,11.55,13.63,14.2,12.7
"06037104105","Census Tract 1041.05, Los Angeles County, California","ACSSF","ca","140","00","0004219",,,,,"06","037",,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104105","Census Tract 1041.05",,,,1526,178,49,28,66,67,155,101,26,80,85,175,221,95,86,78,36,11.66,3.21,1.83,4.33,4.39,10.16,6.62,1.7,5.24,5.57,11.47,14.48,6.23,5.64,5.11,2.36
"06037104108","Census Tract 1041.08, Los Angeles County, California","ACSSF","ca","140","00","0004220",,,,,"06","037",,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104108","Census Tract 1041.08",,,,1288,78,121,23,82,125,40,10,69,31,83,74,157,83,87,106,119,6.06,9.39,1.79,6.37,9.7,3.11,0.78,5.36,2.41,6.44,5.75,12.19,6.44,6.75,8.23,9.24
"06037104124","Census Tract 1041.24, Los Angeles County, California","ACSSF","ca","140","00","0004221",,,,,"06","037",,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104124","Census Tract 1041.24",,,,1281,29,38,114,135,107,8,40,32,12,67,115,170,121,78,135,80,2.26,2.97,8.9,10.54,8.35,0.62,3.12,2.5,0.94,5.23,8.98,13.27,9.45,6.09,10.54,6.25
"06037104201","Census Tract 1042.01, Los Angeles County, California","ACSSF","ca","140","00","0004222",,,,,"06","037",,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104201","Census Tract 1042.01",,,,916,20,16,10,68,12,42,12,12,65,88,62,117,104,128,58,102,2.18,1.75,1.09,7.42,1.31,4.59,1.31,1.31,7.1,9.61,6.77,12.77,11.35,13.97,6.33,11.14
"06037104203","Census Tract 1042.03, Los Angeles County, California","ACSSF","ca","140","00","0004223",,,,,"06","037",,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104203","Census Tract 1042.03",,,,1125,65,68,41,163,42,11,22,49,31,119,130,71,89,55,148,21,5.78,6.04,3.64,14.49,3.73,0.98,1.96,4.36,2.76,10.58,11.56,6.31,7.91,4.89,13.16,1.87
"06037104204","Census Tract 1042.04, Los Angeles County, California","ACSSF","ca","140","00","0004224",,,,,"06","037",,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104204","Census Tract 1042.04",,,,731,21,26,14,15,39,92,34,47,13,46,48,131,74,31,56,44,2.87,3.56,1.92,2.05,5.34,12.59,4.65,6.43,1.78,6.29,6.57,17.92,10.12,4.24,7.66,6.02
"06037104310","Census Tract 1043.10, Los Angeles County, California","ACSSF","ca","140","00","0004225",,,,,"06","037",,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104310","Census Tract 1043.10",,,,942,29,28,15,39,26,15,41,24,18,83,83,142,87,109,154,49,3.08,2.97,1.59,4.14,2.76,1.59,4.35,2.55,1.91,8.81,8.81,15.07,9.24,11.57,16.35,5.2
"06037104321","Census Tract 1043.21, Los Angeles County, California","ACSSF","ca","140","00","0004226",,,,,"06","037",,,"104321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104321","Census Tract 1043.21",,,,924,61,83,9,62,223,35,35,29,0,33,83,61,47,124,10,29,6.6,8.98,0.97,6.71,24.13,3.79,3.79,3.14,0,3.57,8.98,6.6,5.09,13.42,1.08,3.14
"06037104322","Census Tract 1043.22, Los Angeles County, California","ACSSF","ca","140","00","0004227",,,,,"06","037",,,"104322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104322","Census Tract 1043.22",,,,473,0,5,9,30,27,46,27,31,0,75,11,47,69,51,45,0,0,1.06,1.9,6.34,5.71,9.73,5.71,6.55,0,15.86,2.33,9.94,14.59,10.78,9.51,0
"06037104401","Census Tract 1044.01, Los Angeles County, California","ACSSF","ca","140","00","0004228",,,,,"06","037",,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104401","Census Tract 1044.01",,,,617,9,37,15,12,36,53,14,12,42,34,103,63,59,43,51,34,1.46,6,2.43,1.94,5.83,8.59,2.27,1.94,6.81,5.51,16.69,10.21,9.56,6.97,8.27,5.51
"06037104403","Census Tract 1044.03, Los Angeles County, California","ACSSF","ca","140","00","0004229",,,,,"06","037",,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104403","Census Tract 1044.03",,,,578,14,35,0,37,28,4,0,33,14,53,50,46,75,38,97,54,2.42,6.06,0,6.4,4.84,0.69,0,5.71,2.42,9.17,8.65,7.96,12.98,6.57,16.78,9.34
"06037104404","Census Tract 1044.04, Los Angeles County, California","ACSSF","ca","140","00","0004230",,,,,"06","037",,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104404","Census Tract 1044.04",,,,745,25,34,24,23,61,24,31,28,35,49,63,141,68,61,41,37,3.36,4.56,3.22,3.09,8.19,3.22,4.16,3.76,4.7,6.58,8.46,18.93,9.13,8.19,5.5,4.97
"06037104500","Census Tract 1045, Los Angeles County, California","ACSSF","ca","140","00","0004231",,,,,"06","037",,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104500","Census Tract 1045",,,,626,49,7,49,34,5,32,5,0,24,75,41,91,75,38,56,45,7.83,1.12,7.83,5.43,0.8,5.11,0.8,0,3.83,11.98,6.55,14.54,11.98,6.07,8.95,7.19
"06037104610","Census Tract 1046.10, Los Angeles County, California","ACSSF","ca","140","00","0004232",,,,,"06","037",,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104610","Census Tract 1046.10",,,,680,45,17,5,26,53,67,17,29,12,33,47,109,59,50,37,74,6.62,2.5,0.74,3.82,7.79,9.85,2.5,4.26,1.76,4.85,6.91,16.03,8.68,7.35,5.44,10.88
"06037104620","Census Tract 1046.20, Los Angeles County, California","ACSSF","ca","140","00","0004233",,,,,"06","037",,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104620","Census Tract 1046.20",,,,702,13,17,22,14,31,54,14,24,55,43,40,162,48,39,77,49,1.85,2.42,3.13,1.99,4.42,7.69,1.99,3.42,7.83,6.13,5.7,23.08,6.84,5.56,10.97,6.98
"06037104701","Census Tract 1047.01, Los Angeles County, California","ACSSF","ca","140","00","0004234",,,,,"06","037",,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104701","Census Tract 1047.01",,,,871,53,36,59,52,55,72,34,56,72,47,75,136,82,18,24,0,6.08,4.13,6.77,5.97,6.31,8.27,3.9,6.43,8.27,5.4,8.61,15.61,9.41,2.07,2.76,0
"06037104703","Census Tract 1047.03, Los Angeles County, California","ACSSF","ca","140","00","0004235",,,,,"06","037",,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104703","Census Tract 1047.03",,,,573,65,25,19,40,13,32,24,49,0,53,30,64,34,113,6,6,11.34,4.36,3.32,6.98,2.27,5.58,4.19,8.55,0,9.25,5.24,11.17,5.93,19.72,1.05,1.05
"06037104704","Census Tract 1047.04, Los Angeles County, California","ACSSF","ca","140","00","0004236",,,,,"06","037",,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104704","Census Tract 1047.04",,,,1209,79,37,88,130,76,61,43,68,83,93,60,120,113,21,94,43,6.53,3.06,7.28,10.75,6.29,5.05,3.56,5.62,6.87,7.69,4.96,9.93,9.35,1.74,7.78,3.56
"06037104821","Census Tract 1048.21, Los Angeles County, California","ACSSF","ca","140","00","0004237",,,,,"06","037",,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104821","Census Tract 1048.21",,,,716,19,35,39,14,28,29,6,36,16,86,41,178,85,22,54,28,2.65,4.89,5.45,1.96,3.91,4.05,0.84,5.03,2.23,12.01,5.73,24.86,11.87,3.07,7.54,3.91
"06037104822","Census Tract 1048.22, Los Angeles County, California","ACSSF","ca","140","00","0004238",,,,,"06","037",,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104822","Census Tract 1048.22",,,,645,18,83,5,62,23,44,28,41,0,34,62,99,37,48,35,26,2.79,12.87,0.78,9.61,3.57,6.82,4.34,6.36,0,5.27,9.61,15.35,5.74,7.44,5.43,4.03
"06037104823","Census Tract 1048.23, Los Angeles County, California","ACSSF","ca","140","00","0004239",,,,,"06","037",,,"104823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104823","Census Tract 1048.23",,,,697,15,18,74,0,41,58,41,7,0,5,65,83,95,101,62,32,2.15,2.58,10.62,0,5.88,8.32,5.88,1,0,0.72,9.33,11.91,13.63,14.49,8.9,4.59
"06037104824","Census Tract 1048.24, Los Angeles County, California","ACSSF","ca","140","00","0004240",,,,,"06","037",,,"104824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104824","Census Tract 1048.24",,,,535,0,64,0,0,0,14,17,0,13,15,46,147,60,18,111,30,0,11.96,0,0,0,2.62,3.18,0,2.43,2.8,8.6,27.48,11.21,3.36,20.75,5.61
"06037106010","Census Tract 1060.10, Los Angeles County, California","ACSSF","ca","140","00","0004241",,,,,"06","037",,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106010","Census Tract 1060.10",,,,902,0,5,23,15,29,5,10,8,32,62,109,160,69,50,152,173,0,0.55,2.55,1.66,3.22,0.55,1.11,0.89,3.55,6.87,12.08,17.74,7.65,5.54,16.85,19.18
"06037106020","Census Tract 1060.20, Los Angeles County, California","ACSSF","ca","140","00","0004242",,,,,"06","037",,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106020","Census Tract 1060.20",,,,1295,30,71,34,48,0,7,49,7,0,110,66,210,264,64,208,127,2.32,5.48,2.63,3.71,0,0.54,3.78,0.54,0,8.49,5.1,16.22,20.39,4.94,16.06,9.81
"06037106111","Census Tract 1061.11, Los Angeles County, California","ACSSF","ca","140","00","0004243",,,,,"06","037",,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106111","Census Tract 1061.11",,,,1396,24,34,47,50,8,28,43,23,9,42,122,232,138,131,246,219,1.72,2.44,3.37,3.58,0.57,2.01,3.08,1.65,0.64,3.01,8.74,16.62,9.89,9.38,17.62,15.69
"06037106112","Census Tract 1061.12, Los Angeles County, California","ACSSF","ca","140","00","0004244",,,,,"06","037",,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106112","Census Tract 1061.12",,,,1384,33,0,104,14,6,101,31,65,12,76,68,162,213,143,164,192,2.38,0,7.51,1.01,0.43,7.3,2.24,4.7,0.87,5.49,4.91,11.71,15.39,10.33,11.85,13.87
"06037106113","Census Tract 1061.13, Los Angeles County, California","ACSSF","ca","140","00","0004245",,,,,"06","037",,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106113","Census Tract 1061.13",,,,992,13,4,0,18,18,0,42,29,28,57,75,167,113,141,176,111,1.31,0.4,0,1.81,1.81,0,4.23,2.92,2.82,5.75,7.56,16.83,11.39,14.21,17.74,11.19
"06037106114","Census Tract 1061.14, Los Angeles County, California","ACSSF","ca","140","00","0004246",,,,,"06","037",,,"106114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106114","Census Tract 1061.14",,,,1672,40,9,118,57,120,72,127,48,75,79,178,263,169,89,163,65,2.39,0.54,7.06,3.41,7.18,4.31,7.6,2.87,4.49,4.72,10.65,15.73,10.11,5.32,9.75,3.89
"06037106403","Census Tract 1064.03, Los Angeles County, California","ACSSF","ca","140","00","0004247",,,,,"06","037",,,"106403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106403","Census Tract 1064.03",,,,853,42,4,36,54,60,11,5,43,7,72,66,136,114,30,92,81,4.92,0.47,4.22,6.33,7.03,1.29,0.59,5.04,0.82,8.44,7.74,15.94,13.36,3.52,10.79,9.5
"06037106405","Census Tract 1064.05, Los Angeles County, California","ACSSF","ca","140","00","0004248",,,,,"06","037",,,"106405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106405","Census Tract 1064.05",,,,1179,83,10,35,28,50,15,28,11,25,70,224,231,227,12,66,64,7.04,0.85,2.97,2.37,4.24,1.27,2.37,0.93,2.12,5.94,19,19.59,19.25,1.02,5.6,5.43
"06037106406","Census Tract 1064.06, Los Angeles County, California","ACSSF","ca","140","00","0004249",,,,,"06","037",,,"106406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106406","Census Tract 1064.06",,,,1806,0,56,0,15,69,57,126,27,63,117,102,396,377,78,156,167,0,3.1,0,0.83,3.82,3.16,6.98,1.5,3.49,6.48,5.65,21.93,20.87,4.32,8.64,9.25
"06037106407","Census Tract 1064.07, Los Angeles County, California","ACSSF","ca","140","00","0004250",,,,,"06","037",,,"106407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106407","Census Tract 1064.07",,,,831,56,139,59,57,30,46,15,25,37,116,91,89,35,0,31,5,6.74,16.73,7.1,6.86,3.61,5.54,1.81,3.01,4.45,13.96,10.95,10.71,4.21,0,3.73,0.6
"06037106408","Census Tract 1064.08, Los Angeles County, California","ACSSF","ca","140","00","0004251",,,,,"06","037",,,"106408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106408","Census Tract 1064.08",,,,990,101,11,44,20,75,58,30,48,51,64,129,119,84,90,46,20,10.2,1.11,4.44,2.02,7.58,5.86,3.03,4.85,5.15,6.46,13.03,12.02,8.48,9.09,4.65,2.02
"06037106510","Census Tract 1065.10, Los Angeles County, California","ACSSF","ca","140","00","0004252",,,,,"06","037",,,"106510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106510","Census Tract 1065.10",,,,1625,149,144,6,7,10,37,21,58,20,45,300,160,232,319,52,65,9.17,8.86,0.37,0.43,0.62,2.28,1.29,3.57,1.23,2.77,18.46,9.85,14.28,19.63,3.2,4
"06037106520","Census Tract 1065.20, Los Angeles County, California","ACSSF","ca","140","00","0004253",,,,,"06","037",,,"106520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106520","Census Tract 1065.20",,,,1422,78,39,29,85,67,80,20,31,36,112,52,171,290,106,146,80,5.49,2.74,2.04,5.98,4.71,5.63,1.41,2.18,2.53,7.88,3.66,12.03,20.39,7.45,10.27,5.63
"06037106603","Census Tract 1066.03, Los Angeles County, California","ACSSF","ca","140","00","0004254",,,,,"06","037",,,"106603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106603","Census Tract 1066.03",,,,1184,23,15,7,19,20,23,10,0,27,38,126,117,187,75,162,335,1.94,1.27,0.59,1.6,1.69,1.94,0.84,0,2.28,3.21,10.64,9.88,15.79,6.33,13.68,28.29
"06037106604","Census Tract 1066.04, Los Angeles County, California","ACSSF","ca","140","00","0004255",,,,,"06","037",,,"106604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106604","Census Tract 1066.04",,,,1240,31,71,12,76,13,94,100,26,0,157,212,59,131,28,145,85,2.5,5.73,0.97,6.13,1.05,7.58,8.06,2.1,0,12.66,17.1,4.76,10.56,2.26,11.69,6.85
"06037106641","Census Tract 1066.41, Los Angeles County, California","ACSSF","ca","140","00","0004256",,,,,"06","037",,,"106641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106641","Census Tract 1066.41",,,,742,69,20,24,21,8,0,31,19,1,39,53,74,74,65,90,154,9.3,2.7,3.23,2.83,1.08,0,4.18,2.56,0.13,5.26,7.14,9.97,9.97,8.76,12.13,20.75
"06037106642","Census Tract 1066.42, Los Angeles County, California","ACSSF","ca","140","00","0004257",,,,,"06","037",,,"106642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106642","Census Tract 1066.42",,,,1152,73,37,0,29,0,33,38,20,8,18,36,135,126,134,214,251,6.34,3.21,0,2.52,0,2.86,3.3,1.74,0.69,1.56,3.12,11.72,10.94,11.63,18.58,21.79
"06037106643","Census Tract 1066.43, Los Angeles County, California","ACSSF","ca","140","00","0004258",,,,,"06","037",,,"106643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106643","Census Tract 1066.43",,,,1368,0,46,37,0,7,0,13,0,13,44,34,94,107,66,281,626,0,3.36,2.7,0,0.51,0,0.95,0,0.95,3.22,2.49,6.87,7.82,4.82,20.54,45.76
"06037106645","Census Tract 1066.45, Los Angeles County, California","ACSSF","ca","140","00","0004259",,,,,"06","037",,,"106645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106645","Census Tract 1066.45",,,,1259,74,28,0,10,33,38,26,0,7,134,84,140,103,144,154,284,5.88,2.22,0,0.79,2.62,3.02,2.07,0,0.56,10.64,6.67,11.12,8.18,11.44,12.23,22.56
"06037106646","Census Tract 1066.46, Los Angeles County, California","ACSSF","ca","140","00","0004260",,,,,"06","037",,,"106646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106646","Census Tract 1066.46",,,,951,18,0,32,11,0,15,25,5,0,33,84,141,150,67,202,168,1.89,0,3.36,1.16,0,1.58,2.63,0.53,0,3.47,8.83,14.83,15.77,7.05,21.24,17.67
