Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06037462202","Census Tract 4622.02, Los Angeles County, California","ACSSF","ca","140","00","0005681",,,,,"06","037",,,"462202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462202","Census Tract 4622.02",,,,1490,155,104,34,17,22,5,66,7,34,54,145,323,119,44,99,262,10.4,6.98,2.28,1.14,1.48,0.34,4.43,0.47,2.28,3.62,9.73,21.68,7.99,2.95,6.64,17.58
"06037462301","Census Tract 4623.01, Los Angeles County, California","ACSSF","ca","140","00","0005682",,,,,"06","037",,,"462301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462301","Census Tract 4623.01",,,,1851,92,43,152,108,170,25,21,55,37,93,212,352,127,184,119,61,4.97,2.32,8.21,5.83,9.18,1.35,1.13,2.97,2,5.02,11.45,19.02,6.86,9.94,6.43,3.3
"06037462302","Census Tract 4623.02, Los Angeles County, California","ACSSF","ca","140","00","0005683",,,,,"06","037",,,"462302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462302","Census Tract 4623.02",,,,1564,90,68,83,67,101,47,39,47,23,91,175,256,189,122,93,73,5.75,4.35,5.31,4.28,6.46,3.01,2.49,3.01,1.47,5.82,11.19,16.37,12.08,7.8,5.95,4.67
"06037462400","Census Tract 4624, Los Angeles County, California","ACSSF","ca","140","00","0005684",,,,,"06","037",,,"462400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462400","Census Tract 4624",,,,1421,64,95,16,16,14,90,66,12,14,41,125,160,90,91,185,342,4.5,6.69,1.13,1.13,0.99,6.33,4.64,0.84,0.99,2.89,8.8,11.26,6.33,6.4,13.02,24.07
"06037462500","Census Tract 4625, Los Angeles County, California","ACSSF","ca","140","00","0005685",,,,,"06","037",,,"462500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462500","Census Tract 4625",,,,2633,109,40,87,14,43,51,52,61,75,227,118,358,131,338,414,515,4.14,1.52,3.3,0.53,1.63,1.94,1.97,2.32,2.85,8.62,4.48,13.6,4.98,12.84,15.72,19.56
"06037462600","Census Tract 4626, Los Angeles County, California","ACSSF","ca","140","00","0005686",,,,,"06","037",,,"462600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462600","Census Tract 4626",,,,894,18,45,6,6,19,13,6,37,10,27,134,41,72,41,143,276,2.01,5.03,0.67,0.67,2.13,1.45,0.67,4.14,1.12,3.02,14.99,4.59,8.05,4.59,16,30.87
"06037462700","Census Tract 4627, Los Angeles County, California","ACSSF","ca","140","00","0005687",,,,,"06","037",,,"462700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462700","Census Tract 4627",,,,2269,255,36,63,0,52,224,57,46,98,229,114,177,188,172,288,270,11.24,1.59,2.78,0,2.29,9.87,2.51,2.03,4.32,10.09,5.02,7.8,8.29,7.58,12.69,11.9
"06037462800","Census Tract 4628, Los Angeles County, California","ACSSF","ca","140","00","0005688",,,,,"06","037",,,"462800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462800","Census Tract 4628",,,,1042,8,46,0,11,7,28,20,53,24,49,91,198,171,91,105,140,0.77,4.41,0,1.06,0.67,2.69,1.92,5.09,2.3,4.7,8.73,19,16.41,8.73,10.08,13.44
"06037462900","Census Tract 4629, Los Angeles County, California","ACSSF","ca","140","00","0005689",,,,,"06","037",,,"462900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462900","Census Tract 4629",,,,1446,24,171,32,15,37,87,8,26,8,54,135,109,144,120,168,308,1.66,11.83,2.21,1.04,2.56,6.02,0.55,1.8,0.55,3.73,9.34,7.54,9.96,8.3,11.62,21.3
"06037463000","Census Tract 4630, Los Angeles County, California","ACSSF","ca","140","00","0005690",,,,,"06","037",,,"463000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463000","Census Tract 4630",,,,1074,74,8,33,12,27,10,24,26,3,83,93,107,106,32,114,322,6.89,0.74,3.07,1.12,2.51,0.93,2.23,2.42,0.28,7.73,8.66,9.96,9.87,2.98,10.61,29.98
"06037463103","Census Tract 4631.03, Los Angeles County, California","ACSSF","ca","140","00","0005691",,,,,"06","037",,,"463103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463103","Census Tract 4631.03",,,,1977,71,13,79,27,35,105,57,41,20,174,148,290,223,148,149,397,3.59,0.66,4,1.37,1.77,5.31,2.88,2.07,1.01,8.8,7.49,14.67,11.28,7.49,7.54,20.08
"06037463200","Census Tract 4632, Los Angeles County, California","ACSSF","ca","140","00","0005692",,,,,"06","037",,,"463200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463200","Census Tract 4632",,,,1470,20,118,35,42,16,39,53,7,0,55,72,294,74,152,165,328,1.36,8.03,2.38,2.86,1.09,2.65,3.61,0.48,0,3.74,4.9,20,5.03,10.34,11.22,22.31
"06037463300","Census Tract 4633, Los Angeles County, California","ACSSF","ca","140","00","0005693",,,,,"06","037",,,"463300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463300","Census Tract 4633",,,,843,21,19,26,6,23,13,23,16,23,46,21,85,82,59,75,305,2.49,2.25,3.08,0.71,2.73,1.54,2.73,1.9,2.73,5.46,2.49,10.08,9.73,7,8.9,36.18
"06037463400","Census Tract 4634, Los Angeles County, California","ACSSF","ca","140","00","0005694",,,,,"06","037",,,"463400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463400","Census Tract 4634",,,,2514,124,86,104,24,14,76,30,77,42,192,208,211,296,137,341,552,4.93,3.42,4.14,0.95,0.56,3.02,1.19,3.06,1.67,7.64,8.27,8.39,11.77,5.45,13.56,21.96
"06037463500","Census Tract 4635, Los Angeles County, California","ACSSF","ca","140","00","0005695",,,,,"06","037",,,"463500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463500","Census Tract 4635",,,,2269,171,26,44,52,43,43,183,48,24,163,125,207,196,312,261,371,7.54,1.15,1.94,2.29,1.9,1.9,8.07,2.12,1.06,7.18,5.51,9.12,8.64,13.75,11.5,16.35
"06037463601","Census Tract 4636.01, Los Angeles County, California","ACSSF","ca","140","00","0005696",,,,,"06","037",,,"463601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463601","Census Tract 4636.01",,,,3270,244,76,15,83,125,101,41,89,42,280,362,660,315,250,234,353,7.46,2.32,0.46,2.54,3.82,3.09,1.25,2.72,1.28,8.56,11.07,20.18,9.63,7.65,7.16,10.8
"06037463602","Census Tract 4636.02, Los Angeles County, California","ACSSF","ca","140","00","0005697",,,,,"06","037",,,"463602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463602","Census Tract 4636.02",,,,3239,351,131,44,12,68,37,65,84,82,107,233,463,202,425,452,483,10.84,4.04,1.36,0.37,2.1,1.14,2.01,2.59,2.53,3.3,7.19,14.29,6.24,13.12,13.95,14.91
"06037463700","Census Tract 4637, Los Angeles County, California","ACSSF","ca","140","00","0005698",,,,,"06","037",,,"463700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463700","Census Tract 4637",,,,1588,127,15,9,44,25,10,18,19,0,23,74,170,107,172,228,547,8,0.94,0.57,2.77,1.57,0.63,1.13,1.2,0,1.45,4.66,10.71,6.74,10.83,14.36,34.45
"06037463800","Census Tract 4638, Los Angeles County, California","ACSSF","ca","140","00","0005699",,,,,"06","037",,,"463800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463800","Census Tract 4638",,,,1477,48,9,9,35,21,24,24,12,10,34,48,125,86,71,271,650,3.25,0.61,0.61,2.37,1.42,1.62,1.62,0.81,0.68,2.3,3.25,8.46,5.82,4.81,18.35,44.01
"06037463900","Census Tract 4639, Los Angeles County, California","ACSSF","ca","140","00","0005700",,,,,"06","037",,,"463900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463900","Census Tract 4639",,,,1378,47,6,23,6,34,12,43,18,0,52,118,144,208,139,166,362,3.41,0.44,1.67,0.44,2.47,0.87,3.12,1.31,0,3.77,8.56,10.45,15.09,10.09,12.05,26.27
"06037464000","Census Tract 4640, Los Angeles County, California","ACSSF","ca","140","00","0005701",,,,,"06","037",,,"464000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037464000","Census Tract 4640",,,,2464,95,11,95,27,22,121,10,10,25,120,300,198,221,259,303,647,3.86,0.45,3.86,1.1,0.89,4.91,0.41,0.41,1.01,4.87,12.18,8.04,8.97,10.51,12.3,26.26
"06037464101","Census Tract 4641.01, Los Angeles County, California","ACSSF","ca","140","00","0005702",,,,,"06","037",,,"464101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037464101","Census Tract 4641.01",,,,773,38,0,4,0,0,0,37,0,0,54,37,2,0,97,153,351,4.92,0,0.52,0,0,0,4.79,0,0,6.99,4.79,0.26,0,12.55,19.79,45.41
"06037464102","Census Tract 4641.02, Los Angeles County, California","ACSSF","ca","140","00","0005703",,,,,"06","037",,,"464102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037464102","Census Tract 4641.02",,,,1198,32,0,0,22,0,0,0,0,30,33,35,83,68,110,124,661,2.67,0,0,1.84,0,0,0,0,2.5,2.75,2.92,6.93,5.68,9.18,10.35,55.18
"06037464200","Census Tract 4642, Los Angeles County, California","ACSSF","ca","140","00","0005704",,,,,"06","037",,,"464200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037464200","Census Tract 4642",,,,1971,68,8,27,64,26,27,53,56,41,65,90,262,100,116,214,754,3.45,0.41,1.37,3.25,1.32,1.37,2.69,2.84,2.08,3.3,4.57,13.29,5.07,5.89,10.86,38.25
"06037480002","Census Tract 4800.02, Los Angeles County, California","ACSSF","ca","140","00","0005705",,,,,"06","037",,,"480002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480002","Census Tract 4800.02",,,,1247,31,13,0,44,7,25,11,22,5,98,50,111,205,75,291,259,2.49,1.04,0,3.53,0.56,2,0.88,1.76,0.4,7.86,4.01,8.9,16.44,6.01,23.34,20.77
"06037480011","Census Tract 4800.11, Los Angeles County, California","ACSSF","ca","140","00","0005706",,,,,"06","037",,,"480011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480011","Census Tract 4800.11",,,,1753,104,134,39,50,86,52,58,142,91,62,75,177,208,123,210,142,5.93,7.64,2.22,2.85,4.91,2.97,3.31,8.1,5.19,3.54,4.28,10.1,11.87,7.02,11.98,8.1
"06037480012","Census Tract 4800.12, Los Angeles County, California","ACSSF","ca","140","00","0005707",,,,,"06","037",,,"480012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480012","Census Tract 4800.12",,,,1665,82,14,14,39,50,63,35,31,8,164,185,194,224,94,168,300,4.92,0.84,0.84,2.34,3,3.78,2.1,1.86,0.48,9.85,11.11,11.65,13.45,5.65,10.09,18.02
"06037480101","Census Tract 4801.01, Los Angeles County, California","ACSSF","ca","140","00","0005708",,,,,"06","037",,,"480101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480101","Census Tract 4801.01",,,,1310,76,0,0,128,15,69,9,94,0,42,112,189,42,95,290,149,5.8,0,0,9.77,1.15,5.27,0.69,7.18,0,3.21,8.55,14.43,3.21,7.25,22.14,11.37
"06037480102","Census Tract 4801.02, Los Angeles County, California","ACSSF","ca","140","00","0005709",,,,,"06","037",,,"480102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480102","Census Tract 4801.02",,,,1313,47,30,52,0,48,60,35,57,64,39,77,236,74,125,123,246,3.58,2.28,3.96,0,3.66,4.57,2.67,4.34,4.87,2.97,5.86,17.97,5.64,9.52,9.37,18.74
"06037480201","Census Tract 4802.01, Los Angeles County, California","ACSSF","ca","140","00","0005710",,,,,"06","037",,,"480201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480201","Census Tract 4802.01",,,,1149,34,0,0,23,6,40,6,21,33,65,65,138,114,74,144,386,2.96,0,0,2,0.52,3.48,0.52,1.83,2.87,5.66,5.66,12.01,9.92,6.44,12.53,33.59
"06037480202","Census Tract 4802.02, Los Angeles County, California","ACSSF","ca","140","00","0005711",,,,,"06","037",,,"480202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480202","Census Tract 4802.02",,,,960,21,32,38,14,38,14,39,17,0,47,83,147,62,76,98,234,2.19,3.33,3.96,1.46,3.96,1.46,4.06,1.77,0,4.9,8.65,15.31,6.46,7.92,10.21,24.38
"06037480302","Census Tract 4803.02, Los Angeles County, California","ACSSF","ca","140","00","0005712",,,,,"06","037",,,"480302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480302","Census Tract 4803.02",,,,1730,88,108,79,36,54,31,27,35,20,47,219,282,81,149,184,290,5.09,6.24,4.57,2.08,3.12,1.79,1.56,2.02,1.16,2.72,12.66,16.3,4.68,8.61,10.64,16.76
"06037480303","Census Tract 4803.03, Los Angeles County, California","ACSSF","ca","140","00","0005713",,,,,"06","037",,,"480303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480303","Census Tract 4803.03",,,,1546,66,34,50,83,57,35,39,73,23,139,169,337,188,49,137,67,4.27,2.2,3.23,5.37,3.69,2.26,2.52,4.72,1.49,8.99,10.93,21.8,12.16,3.17,8.86,4.33
"06037480304","Census Tract 4803.04, Los Angeles County, California","ACSSF","ca","140","00","0005714",,,,,"06","037",,,"480304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480304","Census Tract 4803.04",,,,1824,148,76,114,100,97,20,76,60,53,160,297,139,105,124,123,132,8.11,4.17,6.25,5.48,5.32,1.1,4.17,3.29,2.91,8.77,16.28,7.62,5.76,6.8,6.74,7.24
"06037480400","Census Tract 4804, Los Angeles County, California","ACSSF","ca","140","00","0005715",,,,,"06","037",,,"480400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480400","Census Tract 4804",,,,2214,96,42,63,22,19,60,137,101,48,277,185,139,300,176,241,308,4.34,1.9,2.85,0.99,0.86,2.71,6.19,4.56,2.17,12.51,8.36,6.28,13.55,7.95,10.89,13.91
"06037480500","Census Tract 4805, Los Angeles County, California","ACSSF","ca","140","00","0005716",,,,,"06","037",,,"480500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480500","Census Tract 4805",,,,2161,18,19,102,36,94,89,15,54,65,26,170,144,234,180,231,684,0.83,0.88,4.72,1.67,4.35,4.12,0.69,2.5,3.01,1.2,7.87,6.66,10.83,8.33,10.69,31.65
"06037480601","Census Tract 4806.01, Los Angeles County, California","ACSSF","ca","140","00","0005717",,,,,"06","037",,,"480601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480601","Census Tract 4806.01",,,,1612,88,17,0,0,75,0,51,0,0,113,156,332,211,123,220,226,5.46,1.05,0,0,4.65,0,3.16,0,0,7.01,9.68,20.6,13.09,7.63,13.65,14.02
"06037480602","Census Tract 4806.02, Los Angeles County, California","ACSSF","ca","140","00","0005718",,,,,"06","037",,,"480602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480602","Census Tract 4806.02",,,,1689,6,0,96,12,36,16,10,82,14,7,47,302,166,204,234,457,0.36,0,5.68,0.71,2.13,0.95,0.59,4.85,0.83,0.41,2.78,17.88,9.83,12.08,13.85,27.06
"06037480702","Census Tract 4807.02, Los Angeles County, California","ACSSF","ca","140","00","0005719",,,,,"06","037",,,"480702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480702","Census Tract 4807.02",,,,1645,39,39,17,0,58,0,0,50,9,5,52,167,118,170,247,674,2.37,2.37,1.03,0,3.53,0,0,3.04,0.55,0.3,3.16,10.15,7.17,10.33,15.02,40.97
"06037480703","Census Tract 4807.03, Los Angeles County, California","ACSSF","ca","140","00","0005720",,,,,"06","037",,,"480703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480703","Census Tract 4807.03",,,,1362,67,58,0,46,0,27,0,0,0,63,188,87,79,143,218,386,4.92,4.26,0,3.38,0,1.98,0,0,0,4.63,13.8,6.39,5.8,10.5,16.01,28.34
"06037480704","Census Tract 4807.04, Los Angeles County, California","ACSSF","ca","140","00","0005721",,,,,"06","037",,,"480704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480704","Census Tract 4807.04",,,,1876,83,35,29,25,23,74,47,10,43,103,171,298,387,99,153,296,4.42,1.87,1.55,1.33,1.23,3.94,2.51,0.53,2.29,5.49,9.12,15.88,20.63,5.28,8.16,15.78
"06037480802","Census Tract 4808.02, Los Angeles County, California","ACSSF","ca","140","00","0005722",,,,,"06","037",,,"480802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480802","Census Tract 4808.02",,,,1127,68,0,45,13,132,78,26,0,0,118,95,86,244,71,121,30,6.03,0,3.99,1.15,11.71,6.92,2.31,0,0,10.47,8.43,7.63,21.65,6.3,10.74,2.66
"06037480803","Census Tract 4808.03, Los Angeles County, California","ACSSF","ca","140","00","0005723",,,,,"06","037",,,"480803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480803","Census Tract 4808.03",,,,1206,115,8,77,60,24,52,59,7,13,73,27,84,240,134,150,83,9.54,0.66,6.38,4.98,1.99,4.31,4.89,0.58,1.08,6.05,2.24,6.97,19.9,11.11,12.44,6.88
"06037480804","Census Tract 4808.04, Los Angeles County, California","ACSSF","ca","140","00","0005724",,,,,"06","037",,,"480804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480804","Census Tract 4808.04",,,,1846,93,56,139,42,31,7,58,78,136,103,162,224,219,166,164,168,5.04,3.03,7.53,2.28,1.68,0.38,3.14,4.23,7.37,5.58,8.78,12.13,11.86,8.99,8.88,9.1
"06037480901","Census Tract 4809.01, Los Angeles County, California","ACSSF","ca","140","00","0005725",,,,,"06","037",,,"480901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480901","Census Tract 4809.01",,,,1667,125,84,110,54,18,48,61,0,11,139,185,249,219,164,108,92,7.5,5.04,6.6,3.24,1.08,2.88,3.66,0,0.66,8.34,11.1,14.94,13.14,9.84,6.48,5.52
"06037480902","Census Tract 4809.02, Los Angeles County, California","ACSSF","ca","140","00","0005726",,,,,"06","037",,,"480902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480902","Census Tract 4809.02",,,,1411,74,82,256,86,17,91,35,12,9,63,135,223,156,77,67,28,5.24,5.81,18.14,6.09,1.2,6.45,2.48,0.85,0.64,4.46,9.57,15.8,11.06,5.46,4.75,1.98
"06037480903","Census Tract 4809.03, Los Angeles County, California","ACSSF","ca","140","00","0005727",,,,,"06","037",,,"480903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480903","Census Tract 4809.03",,,,1041,71,21,54,72,36,44,28,26,19,68,127,96,177,61,105,36,6.82,2.02,5.19,6.92,3.46,4.23,2.69,2.5,1.83,6.53,12.2,9.22,17,5.86,10.09,3.46
"06037481001","Census Tract 4810.01, Los Angeles County, California","ACSSF","ca","140","00","0005728",,,,,"06","037",,,"481001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481001","Census Tract 4810.01",,,,1705,237,30,56,70,49,98,86,54,52,169,123,171,208,123,75,104,13.9,1.76,3.28,4.11,2.87,5.75,5.04,3.17,3.05,9.91,7.21,10.03,12.2,7.21,4.4,6.1
"06037481002","Census Tract 4810.02, Los Angeles County, California","ACSSF","ca","140","00","0005729",,,,,"06","037",,,"481002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481002","Census Tract 4810.02",,,,2026,77,45,69,158,88,54,58,185,0,80,262,296,204,205,141,104,3.8,2.22,3.41,7.8,4.34,2.67,2.86,9.13,0,3.95,12.93,14.61,10.07,10.12,6.96,5.13
"06037481101","Census Tract 4811.01, Los Angeles County, California","ACSSF","ca","140","00","0005730",,,,,"06","037",,,"481101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481101","Census Tract 4811.01",,,,1407,196,13,35,35,16,35,59,56,23,134,145,204,181,90,112,73,13.93,0.92,2.49,2.49,1.14,2.49,4.19,3.98,1.63,9.52,10.31,14.5,12.86,6.4,7.96,5.19
"06037481102","Census Tract 4811.02, Los Angeles County, California","ACSSF","ca","140","00","0005731",,,,,"06","037",,,"481102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481102","Census Tract 4811.02",,,,1281,39,54,16,65,110,60,8,78,41,62,182,149,233,74,47,63,3.04,4.22,1.25,5.07,8.59,4.68,0.62,6.09,3.2,4.84,14.21,11.63,18.19,5.78,3.67,4.92
"06037481103","Census Tract 4811.03, Los Angeles County, California","ACSSF","ca","140","00","0005732",,,,,"06","037",,,"481103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481103","Census Tract 4811.03",,,,1705,108,41,22,107,172,80,0,121,40,45,102,300,201,124,105,137,6.33,2.4,1.29,6.28,10.09,4.69,0,7.1,2.35,2.64,5.98,17.6,11.79,7.27,6.16,8.04
"06037481201","Census Tract 4812.01, Los Angeles County, California","ACSSF","ca","140","00","0005733",,,,,"06","037",,,"481201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481201","Census Tract 4812.01",,,,1285,61,75,3,9,40,80,66,26,64,96,61,264,198,111,49,82,4.75,5.84,0.23,0.7,3.11,6.23,5.14,2.02,4.98,7.47,4.75,20.54,15.41,8.64,3.81,6.38
"06037481203","Census Tract 4812.03, Los Angeles County, California","ACSSF","ca","140","00","0005734",,,,,"06","037",,,"481203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481203","Census Tract 4812.03",,,,1958,115,19,95,98,98,22,59,81,91,106,283,259,143,107,236,146,5.87,0.97,4.85,5.01,5.01,1.12,3.01,4.14,4.65,5.41,14.45,13.23,7.3,5.46,12.05,7.46
"06037481300","Census Tract 4813, Los Angeles County, California","ACSSF","ca","140","00","0005735",,,,,"06","037",,,"481300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481300","Census Tract 4813",,,,848,18,14,37,39,6,12,33,75,44,83,81,96,71,93,88,58,2.12,1.65,4.36,4.6,0.71,1.42,3.89,8.84,5.19,9.79,9.55,11.32,8.37,10.97,10.38,6.84
"06037481401","Census Tract 4814.01, Los Angeles County, California","ACSSF","ca","140","00","0005736",,,,,"06","037",,,"481401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481401","Census Tract 4814.01",,,,1599,117,29,87,78,69,83,126,42,108,32,49,194,166,169,147,103,7.32,1.81,5.44,4.88,4.32,5.19,7.88,2.63,6.75,2,3.06,12.13,10.38,10.57,9.19,6.44
"06037481403","Census Tract 4814.03, Los Angeles County, California","ACSSF","ca","140","00","0005737",,,,,"06","037",,,"481403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481403","Census Tract 4814.03",,,,905,141,23,12,54,26,42,42,40,57,22,181,38,71,0,143,13,15.58,2.54,1.33,5.97,2.87,4.64,4.64,4.42,6.3,2.43,20,4.2,7.85,0,15.8,1.44
"06037481404","Census Tract 4814.04, Los Angeles County, California","ACSSF","ca","140","00","0005738",,,,,"06","037",,,"481404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481404","Census Tract 4814.04",,,,1142,46,17,19,68,50,0,75,14,58,58,127,98,140,59,210,103,4.03,1.49,1.66,5.95,4.38,0,6.57,1.23,5.08,5.08,11.12,8.58,12.26,5.17,18.39,9.02
"06037481500","Census Tract 4815, Los Angeles County, California","ACSSF","ca","140","00","0005739",,,,,"06","037",,,"481500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481500","Census Tract 4815",,,,1519,47,76,31,91,27,62,158,12,23,126,199,132,160,143,105,127,3.09,5,2.04,5.99,1.78,4.08,10.4,0.79,1.51,8.29,13.1,8.69,10.53,9.41,6.91,8.36
"06037481603","Census Tract 4816.03, Los Angeles County, California","ACSSF","ca","140","00","0005740",,,,,"06","037",,,"481603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481603","Census Tract 4816.03",,,,1151,113,116,8,38,0,65,40,48,18,25,117,185,107,116,119,36,9.82,10.08,0.7,3.3,0,5.65,3.48,4.17,1.56,2.17,10.17,16.07,9.3,10.08,10.34,3.13
"06037481604","Census Tract 4816.04, Los Angeles County, California","ACSSF","ca","140","00","0005741",,,,,"06","037",,,"481604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481604","Census Tract 4816.04",,,,1413,20,37,41,0,74,114,28,52,65,191,141,141,220,76,98,115,1.42,2.62,2.9,0,5.24,8.07,1.98,3.68,4.6,13.52,9.98,9.98,15.57,5.38,6.94,8.14
"06037481605","Census Tract 4816.05, Los Angeles County, California","ACSSF","ca","140","00","0005742",,,,,"06","037",,,"481605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481605","Census Tract 4816.05",,,,1011,26,31,20,73,26,20,50,16,77,74,41,181,192,59,40,85,2.57,3.07,1.98,7.22,2.57,1.98,4.95,1.58,7.62,7.32,4.06,17.9,18.99,5.84,3.96,8.41
